bylines,band,n_ads,total_spend,pre_spend_s,post_spend_s,persistence,centroid_weeks,ec_index
Jagdish Harish Lakhani,off_campaign,26,1287.0,0.0,1287.0,,21.32417582417582,0.17983939137785293
Jam Yuqi Xia,transitional,23,1138.5,668.25,515.625,0.7716049382716049,-2.4808362369337975,0.544817551786193
James Anthony,ongoing,48,2376.0,1167.375,1179.75,1.010600706713781,-2.749435099171478,0.5705498368064273
James Mackay,transitional,64,3168.0,1843.875,1357.125,0.7360178970917226,-1.8418630338733428,0.50908434349156
James Oliver Gibson,election_only,476,27962.0,24355.708333333332,0.0,0.0,-3.1724363531674276,0.8779832171858684
Jane Kelsbie MLA,ongoing,40,2880.0,596.0,2321.291666666667,3.894784675615213,6.669003580865325,0.639314338450238
Jane Lomax-Smith,off_campaign,62,3969.0,0.0,3973.125,,21.378242207690057,0.17780555137799126
Jason Hunt MP,transitional,25,1337.5,759.0,599.125,0.7893610013175231,-2.5303924791269483,0.455256064690027
Jason S Mc Clintock,ongoing,92,12254.0,1587.0,10508.333333333334,6.621508086536442,14.699699707088918,0.3277262012776398
Jay Suvaal,off_campaign,29,1835.5,2373.0833333333335,0.0,0.0,-25.36447709680494,0.0333485824496113
Jayamala Vijay Gupte,off_campaign,20,1090.0,1317.2083333333333,0.0,0.0,-24.9906909905961,0.04450822324798217
Jayson Walmsley,off_campaign,26,1687.0,0.0,1687.0,,20.725251926496735,0.2028749259039716
Jean Hailes for Women's Health,transitional,213,63843.5,36287.875,29017.375,0.7996438204221107,0.9858270893046045,0.5789285399127257
Jeremy Rockliff ,off_campaign,61,7919.5,0.0,7674.375,,18.480127511547007,0.28989170288950405
Jilly Gibson,off_campaign,58,2871.0,3320.625,0.0,0.0,-24.73416149068323,0.05216708757081422
Jimmy Sullivan MP,election_only,52,2574.0,0.0,2549.25,,14.712898751733707,0.43454603648778417
Jodi Lee Foundation,election_only,39,24230.5,0.0,24230.5,,7.000278574523844,0.7307585163644675
Jodie Hanns MLA,transitional,48,2376.0,1666.5,734.25,0.4405940594059406,-5.72287677957781,0.4408727011819795
John Gardner MP,ongoing,23,1138.5,577.5,610.5,1.0571428571428572,-2.474702380952381,0.44568452380952384
John Kelly,off_campaign,24,1688.0,0.0,1688.0,,18.524754570074474,0.2875094396125202
John Kennedy MP,ongoing,39,5030.5,645.5,4418.5,6.845081332300542,14.738938021891219,0.3457194341006545
John-Paul Marx,off_campaign,57,3621.5,0.0,3617.375,,22.672527928203653,0.12853106325582916
Jordan Crugnale MP,ongoing,43,5428.5,906.4583333333333,4468.25,4.929349574810389,11.989899784152184,0.32720141641555983
Jorden Mitchell Gunton,off_campaign,23,1438.5,0.0,1438.5,,16.956378171706636,0.34783160878051395
Joshua Black,off_campaign,34,1683.0,1984.125,0.0,0.0,-24.891000891000896,0.047451508989970484
Joshua P Sinclair,ongoing,40,14480.0,1000.125,13912.958333333334,13.91121943090447,20.388426110342543,0.17223297609647403
Joshua Richard Last,ongoing,33,4033.5,1531.2916666666665,2406.3333333333335,1.5714402329188324,4.240414136512673,0.7847957730977317
Julieanne Gilbert MP,ongoing,43,2428.5,1093.125,1356.0,1.2404802744425385,1.0858469861685296,0.4890087455544506
KORE Communication Strategy Research,off_campaign,22,1389.0,1504.5,0.0,0.0,-17.65787162322556,0.3240146775789846
Karlo Perkov,ongoing,41,2029.5,1056.0,1043.625,0.98828125,-0.8380578164468159,0.427146527342991
Kaspar Wilson Deane,election_only,44,2178.0,0.0,2178.0,,14.899350649350648,0.42694805194805197
Kat Theophanous MP,ongoing,64,20468.0,7173.0,13228.333333333334,1.8441842093034064,4.521609815418227,0.5302783126291395
Kate Lardner,off_campaign,80,25360.0,0.0,26058.833333333332,,21.796200173417112,0.16286340088569662
Katherine Ella Chaney,election_only,62,37319.0,34569.666666666664,0.0,0.0,-4.431843978274374,0.8295444623740624
Katie Hall MP,ongoing,30,8385.0,3985.75,3412.625,0.8562064856049677,-0.48924755838436246,0.47247384601026443
Katrina Stratton,ongoing,52,2674.0,1303.5,1407.625,1.0798810893747604,0.3860877469158166,0.47579620803374784
Keep Top End Coasts Healthy,ongoing,21,3339.5,1087.0833333333333,2069.25,1.9034879264085858,10.843428933512364,0.483529829553697
Kelly Marie Sims,ongoing,201,9949.5,858.0,9145.125,10.658653846153847,11.74839469808542,0.5291514670896115
Kim For Canberra,election_only,71,25514.5,25645.791666666668,0.0,0.0,-5.188679661310812,0.8004619105709442
Kim Giddens MLA,ongoing,46,4077.0,1624.75,2398.375,1.4761501769503,3.5914364129992533,0.5163019881056233
Kim Wells MP,ongoing,46,4577.0,297.0,4217.458333333333,14.200196408529742,19.116803286794152,0.2551122629297384
Koffels Solicitors and Barristers,ongoing,62,212719.0,45463.583333333336,165952.0833333333,3.650220047913806,6.703248385205493,0.5569639693185016
Kua,off_campaign,146,8127.0,8440.5,0.0,0.0,-23.343365745089578,0.10298381495289258
Lateral Events,transitional,26,1987.0,1439.5,547.5,0.3803403959708232,-1.033359695161406,0.8376245043331102
Laura Jane Cowell,off_campaign,21,1039.5,1122.0,49.5,0.04411764705882353,-19.03822937625754,0.2568487850177991
Lauren Kathage,election_only,42,3679.0,0.0,3679.0,,11.426785228905368,0.5605082604267164
Leader of the Opposition,election_only,30,7185.0,0.0,7185.0,,6.146883388010737,0.7635814081534333
Leanne Linard MP,ongoing,47,3226.5,743.5,2483.0,3.339609952925353,9.34731354187421,0.40266602295891
Les Walker,ongoing,22,1089.0,148.5,961.125,6.472222222222222,6.624004248539564,0.6884472404918501
Lighter Footprints.org,ongoing,48,3076.0,1215.8333333333333,1636.5,1.3459904043865663,10.172853470007848,0.4991378114698204
Lily D'Ambrosio MP,ongoing,33,2833.5,243.375,2531.875,10.403184386235234,14.688425753149652,0.38250711994068454
Linda Louise Campbell,off_campaign,27,1336.5,1782.0,0.0,0.0,-25.526785714285715,0.028502747252747214
Linkedin Local Sunshine Coast,ongoing,32,2184.0,248.5,1968.6666666666665,7.922199865861837,3.435530116729846,0.7539367720905722
Lizzie Blandthorn,ongoing,39,4730.5,928.125,4789.333333333333,5.160224466891133,0.9795904981921497,0.8458013575635772
Local Government Association of Queensland,election_only,78,10161.0,9383.041666666666,0.0,0.0,-2.6981706485421078,0.8962242058253037
Lock The Gate Alliance,ongoing,73,8013.5,2913.125,5245.666666666666,1.8007008510333975,4.337544877458365,0.4272541401635273
Lord Mayor's Charitable Foundation,election_only,22,1589.0,0.0,1642.9583333333333,,4.314777712966954,0.8340470110397324
Louise Anne Bloomfield,election_only,43,3428.5,0.0,3428.5,,13.302412550261465,0.4883687480668668
Louise Eileen Staley,ongoing,155,32072.5,8152.083333333333,24232.125000000004,2.9725070278558654,11.544688245501783,0.39417292896354844
Louise Marie Elliot,ongoing,40,5080.0,1421.4583333333333,3633.458333333333,2.5561483218525574,4.791772743651277,0.5834165010709299
Luba Grigorovitch ALP Candidate for Kororoit,off_campaign,78,5661.0,0.0,5892.333333333333,,20.539688376340525,0.21173770224796987
Lucas M Moon,election_only,31,4734.5,0.0,4734.5,,11.897262495662538,0.542527872908589
Lucy Hood MP,election_only,24,1188.0,0.0,1344.75,,9.534180543382998,0.633435582822086
MEAA,ongoing,48,8176.0,1314.625,6849.0,5.209850717885328,6.431983049080233,0.6492015948752387
Madman Films,election_only,33,3033.5,2706.2083333333335,248.5,0.09182589416311258,-10.812702083639712,0.5346779206156189
Maree Edwards MP,ongoing,21,1139.5,193.875,978.7083333333334,5.048140984311197,16.856533701534055,0.2683283598641427
Mark Buttigieg MLC,election_only,43,8428.5,6351.666666666667,297.0,0.04675938073996326,-2.7889498073369525,0.8316174137203417
Mark Hammel,transitional,27,2136.5,1114.2916666666667,647.625,0.5811988183823804,0.047810487766974774,0.801782004591445
Mark M Aldridge,transitional,25,1337.5,870.9583333333334,346.5,0.39783763096206287,2.904113272674824,0.6879102450648362
Mark Paul Michael Turner,ongoing,36,2782.0,942.5,1914.25,2.0310344827586206,1.2505782045031186,0.5579053177504214
Mark Swivel Team,off_campaign,44,4178.0,4563.291666666667,0.0,0.0,-24.38161284473797,0.06269266941387755
Market Forces,ongoing,50,5075.0,3046.1666666666665,2749.125,0.9024867319581988,-6.309675650081296,0.2676324337119379
Martha Haylett,off_campaign,48,3776.0,0.0,3726.5,,18.38657970903375,0.2932617664101631
Mary-Anne Thomas MP,ongoing,25,2037.5,41.25,1830.6666666666665,44.37979797979798,15.986132751636024,0.3843574513008694
Master Builders Australia ,election_only,124,8038.0,7803.125,41.25,0.0052863436123348016,-3.2940960879611185,0.8630585015335234
Matt Fregon MP,ongoing,65,6417.5,716.5416666666666,5621.166666666667,7.844856661045532,6.172345231442566,0.7270858657137872
Matt Mitchell,off_campaign,24,1388.0,0.0,1388.0,,19.74861053931659,0.24043805618013114
Matthew D Bach,ongoing,25,6937.5,1752.2083333333333,5326.791666666667,3.0400447054906907,6.557356937689612,0.6352731561182614
Meaghan Scanlon - Member for Gaven,ongoing,53,3123.5,1707.7916666666667,1440.7083333333333,0.8436089491790079,3.0639420132035657,0.43903341378329463
Meat & Livestock Australia,ongoing,82,111159.0,23656.583333333332,87961.08333333333,3.718249676798918,13.892100520868217,0.3884655487500617
Michael Brown MP,election_only,48,2476.0,2306.958333333333,218.625,0.09476764137482617,-13.699239685315504,0.41667703069359463
Michael Farnden,off_campaign,36,1782.0,0.0,1782.0,,20.230158730158735,0.22191697191697196
Michael Janusz Dudek,off_campaign,28,2586.0,0.0,2456.9583333333335,,22.98564814702654,0.11675435152125506
Michael Ray - Independent Candidate for Eureka ,off_campaign,40,2080.0,0.0,2026.2083333333333,,23.714100639536078,0.08997920790266922
Michaela Settle,ongoing,92,10954.0,1241.5,9770.333333333334,7.869781178681703,9.769860128822458,0.5498858121491348
Mick de Brenni,ongoing,23,1338.5,604.1666666666666,697.125,1.1538620689655172,3.931098679425663,0.65564241080555
Mike Williams,off_campaign,56,11672.0,0.0,11631.083333333334,,22.924892350239656,0.11962569038077912
Minderoo Foundation,election_only,28,44286.0,39787.0,4873.916666666667,0.12250023039351213,-8.537303975964921,0.649225438464165
Minh Bao Nguyen,election_only,100,7750.0,0.0,7601.166666666667,,13.23807905428051,0.4912734501668217
Minus18,ongoing,68,6366.0,3550.083333333333,2882.0,0.8118119292974344,-0.6287120924680042,0.5628864430898505
Misty Norris,ongoing,22,1089.0,396.0,705.375,1.78125,5.304440877474585,0.4446639502819278
Moira Therese Were,off_campaign,52,2574.0,0.0,2574.0,,21.11263736263736,0.18797548605240916
Monash University,ongoing,96,217402.0,10206.375,213644.33333333334,20.93244010075402,4.305772669119743,0.8293526579715086
Mornington Peninsula Shire,off_campaign,24,5788.0,0.0,5788.0,,19.008956338236743,0.269359991684197
Munhemul Karim Khan,off_campaign,169,8365.5,0.0,8365.5,,18.850803043110734,0.2749691137265102
Musicians Australia,ongoing,83,13308.5,4286.875,9154.458333333334,2.135461923506828,2.3947901462439947,0.5940655927372895
Médecins Sans Frontières Australia,ongoing,469,306915.5,138405.7916666667,155516.5416666667,1.123627413231443,0.6121460414955752,0.5887864124779318
NATIONAL ZAKAT FOUNDATION INCORPORATED,off_campaign,412,20394.0,0.0,20460.0,,19.590149769585253,0.2468340127614321
NSW Electoral Commission,ongoing,92,145454.0,73693.625,66389.66666666667,0.9008875145803544,0.6059404368820868,0.2194769988180992
NSW Nurses and Midwives' Association,transitional,21,29489.5,17116.666666666668,12673.083333333334,0.74039435248296,4.283972914940781,0.6439946708936043
NSW Parliament,transitional,86,4757.0,3045.458333333333,1740.75,0.5715888413074114,-5.6452418469237635,0.5806935449354206
NSW Teachers Federation,ongoing,31,32884.5,10516.208333333334,24645.0,2.3435252724960276,5.750311278849474,0.24985337354911308
National Disability Services,election_only,37,9731.5,8773.125,0.0,0.0,-5.241278661496657,0.7984123591732055
National Farmers Federation,election_only,27,8136.5,7712.916666666667,0.0,0.0,-3.5003426534029964,0.8653714364075771
National Party of Australia,election_only,40,26580.0,24110.875,0.0,0.0,-4.514992864067711,0.8263464283050882
National Party of Australia (S.A.) Inc.,election_only,44,2678.0,2536.9166666666665,0.0,0.0,-9.490244062674506,0.6349906129740575
National Party of Australia (SA) Inc.,off_campaign,29,1535.5,1547.9583333333335,0.0,0.0,-16.072068815682712,0.3818435070891263
National Party of Australia - Victoria,off_campaign,67,32716.5,0.0,32129.708333333332,,19.913422546371283,0.23473112925696402
National Recovery and Resilience Agency,election_only,22,37289.0,37289.0,0.0,0.0,-7.514508300034863,0.7109804499986592
National Retail Association,off_campaign,317,26491.5,0.0,26491.5,,18.436791046184627,0.2908926520698221
National Shooting Council,transitional,41,11029.5,6086.291666666667,4817.708333333333,0.7915671146223411,3.2240549558047724,0.5289337901338084
National Youth Commission Australia,transitional,350,17525.0,7838.333333333333,5479.083333333333,0.699011269402509,-0.19351717183816752,0.9508676360152187
Nature Conservation Council,transitional,333,29783.5,20616.666666666668,9706.166666666668,0.4707922392886015,-8.12965202240336,0.5769907703228028
Nature Conservation Society of South Australia,transitional,25,2437.5,1403.4583333333333,1096.3333333333333,0.7811655731377847,2.823909135285083,0.4505207851570048
Nature NSW,off_campaign,20,1390.0,1448.0833333333335,0.0,0.0,-23.727521600802373,0.08740301535375478
Ned Mannoun,off_campaign,34,1683.0,2107.875,0.0,0.0,-25.19178082191781,0.038504548289284055
New Israel Fund Australia,transitional,61,3419.5,2240.4583333333335,840.375,0.37509066225288723,-4.028080683179413,0.5176996792766336
Nick Staikos MP,ongoing,54,3273.0,1295.25,2002.6666666666667,1.5461622595380557,4.990262611677646,0.475139080755
Nick Wakeling MP,ongoing,318,29741.0,5446.708333333333,24200.166666666664,4.44308106578132,11.775341494877706,0.4498796695381497
Northern Land Council,transitional,23,1938.5,1116.75,797.0,0.7136780837250951,5.557040216478493,0.5098097199991386
Northern Territory Electoral Commission,ongoing,24,4888.0,49.5,4838.5,97.74747474747475,15.197948328267476,0.4129596365173288
OZ Arab Media,election_only,181,9059.5,6947.5,2079.0,0.29924433249370275,-4.474519470448125,0.6195317450510492
Office of Dustin Halse MP,ongoing,67,18216.5,4567.5,13674.0,2.9937602627257798,5.005467321374731,0.6560010412798013
Office of Paul Hamer MP,ongoing,33,7233.5,726.375,6781.958333333333,9.336717719268055,11.224554463294751,0.5292800734226928
Office of Ros Spence MP,ongoing,35,7732.5,1072.4166666666667,6564.625,6.121338099308415,11.72629719030758,0.45814326489380636
On Your Side,off_campaign,24,1588.0,0.0,1616.7916666666667,,24.505491107094073,0.05961643953551798
One Girl ,ongoing,60,3170.0,992.0,2305.875,2.3244707661290325,-0.3841867869461401,0.6028894730331261
Our Watch,ongoing,28,276536.0,44447.0,235401.33333333334,5.2962254670356455,14.869250010422313,0.14500940429598216
Ourschool,off_campaign,45,2227.5,2673.0,0.0,0.0,-25.302248677248677,0.03624847374847371
Oxfam Australia,ongoing,2139,263180.5,104117.54166666666,151659.37500000003,1.4566169405491634,4.887866291221689,0.5539531531370776
Parachute Digital,transitional,64,3668.0,1955.125,1527.3333333333335,0.7811947232700382,-7.374475474871508,0.5956384096168013
Parliament House of Cards Pty Ltd,ongoing,231,19534.5,10147.916666666668,9840.583333333332,0.9697146376514061,-3.8290204367511325,0.6660811766216124
Parliament of Victoria,ongoing,214,19693.0,6366.541666666667,13595.666666666666,2.135486953277878,3.336397555977053,0.5678162626114276
Parliament of Victoria (Stuart Grimley MP),ongoing,37,5631.5,947.625,4775.291666666667,5.039220859165458,7.573242498309844,0.5665854058573389
Patrick Gerard Caprice,election_only,30,1985.0,2067.9166666666665,49.5,0.02393713479750151,-11.626246043302993,0.5249057290853505
Paul Amos for Mayor,off_campaign,43,2228.5,2884.7083333333335,0.0,0.0,-25.371010108721894,0.03315353489403433
Pauline Richards MP,ongoing,50,25875.0,9800.625,16049.791666666666,1.6376294028867207,5.437950710014345,0.4752779843743883
Peter James Hood,ongoing,404,21798.0,11150.875,11030.916666666666,0.9892422493003165,-2.1948487887292805,0.5544821282297404
Phillip Stone,off_campaign,21,1039.5,0.0,1039.5,,20.642857142857146,0.20604395604395606
Plan International Australia,ongoing,397,378201.5,181046.25,197501.875,1.09089183012628,1.7920956297860164,0.5986084532864416
Prime Super,election_only,604,50798.0,0.0,50501.0,,15.992284452641673,0.3850413907590993
Private Media,ongoing,3021,178039.5,38492.583333333336,136393.41666666666,3.54336874419531,10.864931127923876,0.38328606235128193
Public Schools First,off_campaign,21,1139.5,1263.3333333333335,0.0,0.0,-23.665835846211834,0.09246661979181761
Public Service Association of NSW,transitional,67,4616.5,2535.4583333333335,2014.7083333333333,0.7946130712724523,0.7887636245663422,0.6187551094010563
Public Service Association of SA Inc,election_only,21,1239.5,1251.875,0.0,0.0,-12.738149917980172,0.5100711570007627
Queensland Conservation Council,ongoing,113,29293.5,2609.2083333333335,26626.708333333332,10.204899314926301,16.565824937281562,0.3186407634795891
Queensland Family and Child Commisison,ongoing,62,8069.0,1045.625,8300.583333333334,7.9383941024108395,7.453005834426107,0.6818173556601349
Queensland Nurses and Midwives' Union,election_only,27,6536.5,5921.333333333334,0.0,0.0,-6.721470188503233,0.7436822388656152
Queensland Resources Council,ongoing,23,13888.5,941.5,12996.5,13.804036112586298,5.470792847918332,0.6807920654105544
Queensland Unions,election_only,56,30272.0,25302.166666666668,1446.3333333333333,0.0571624300949194,-1.6766761287014755,0.8876587410570626
RACGP,election_only,40,12180.0,11432.5,764.0833333333333,0.0668343173700707,-2.5910476489805405,0.8678926550393287
REA Group,election_only,39,82480.5,0.0,91856.70833333334,,4.80837616715009,0.8150624551096117
RPP (Radio Port Phillip),ongoing,36,1782.0,643.5,1093.125,1.6987179487179487,6.4496097726501525,0.5459659105739866
RSPCA Victoria,off_campaign,73,24513.5,0.0,24592.625,,18.032742104013472,0.3065744214055954
Radian Energy,election_only,77,4511.5,4511.5,0.0,0.0,-10.180039898038347,0.608460003921602
Rainforest 4 Foundation Ltd,ongoing,78,33061.0,8214.5,23505.583333333332,2.861474628198105,11.133094100290224,0.13885448897638863
Rationalist Society of Australia Inc,election_only,23,2438.5,2104.375,338.25,0.16073656073656073,-11.764999597915008,0.37630459709677766
Real Change SA,election_only,38,9981.0,9981.0,0.0,0.0,-12.554431992213777,0.5171372310687009
Reason Party NSW,off_campaign,25,14037.5,14753.666666666666,0.0,0.0,-20.978912021870276,0.19511910927462991
Reason Victoria,off_campaign,41,46879.5,0.0,37215.916666666664,,24.914278229009156,0.04556101077414764
Rebecca Connell,ongoing,114,5643.0,2871.0,2796.75,0.9741379310344828,0.09721355791224784,0.48284066733848385
Rebecca M Thistleton,off_campaign,722,43839.0,0.0,41590.625,,24.01164110215429,0.07861194482127687
Rebus Theatre Inc,ongoing,41,2229.5,973.5,1210.625,1.2435798664612223,5.46685089648519,0.612869589061428
Respect Victoria,transitional,52,98874.0,58544.87500000001,44232.333333333336,0.7555287005623179,-3.2413403912102754,0.5863067783050042
Richard C T Stockman,ongoing,21,1039.5,445.5,544.5,1.2222222222222223,2.869047619047619,0.5316391941391941
Richard Riordan MP,ongoing,49,3625.5,788.7083333333334,2770.375,3.512546885730889,13.572890290771767,0.33862011223925575
Rob Molhoek MP,ongoing,22,1089.0,66.0,1018.875,15.4375,14.175448126018466,0.3364601178289391
Robert Molhoek,election_only,25,1237.5,1002.375,226.875,0.22633744855967078,-5.569990412272291,0.7636440740467586
Rodney Wayne Grljusich,ongoing,138,6831.0,2739.0,4046.625,1.4774096385542168,3.3197568389057746,0.6006513243595311
Roma Britnell MP,ongoing,144,9728.0,49.5,9533.625,192.59848484848484,19.95056786948784,0.23166165341864822
Ron Hoenig MP,ongoing,39,4530.5,2093.125,2532.7500000000005,1.21003284562556,0.2596021087387595,0.46024640818868934
Rowan Hayward,transitional,22,1289.0,965.25,352.625,0.3653198653198653,-6.883023265267409,0.606460408604011
Rowdy Inc,election_only,27,1836.5,1688.0,123.75,0.07331161137440759,-11.069536162747145,0.4411681529454401
Ryan Donald Bayldon-Lumsden,transitional,48,2576.0,1843.875,847.625,0.4596976476171107,-7.422533903028053,0.37452664370739785
Ryan James Posselt,ongoing,32,2384.0,532.125,1880.75,3.5344139065069298,7.492469712331912,0.6381659059999214
Ryan Smith MP,ongoing,208,12496.0,4811.75,7729.625,1.606406193172962,6.3322801526945796,0.4428505383444535
SA Unions,election_only,30,7785.0,7627.416666666667,53.625,0.007030558620765003,-9.760308117931052,0.623169469332913
SA-BEST,election_only,30,2485.0,2485.0,0.0,0.0,-9.65251509054326,0.62874941959449
SBS Cantonese 廣東話節目,election_only,191,19054.5,19385.833333333332,0.0,0.0,-14.644225962748939,0.4372529976149457
SBS Thai,election_only,20,1290.0,1207.1666666666667,0.0,0.0,-7.480646338336522,0.7122828331409029
SBS Vietnamese,election_only,20,1390.0,1348.75,0.0,0.0,-7.2991791341188925,0.7192623409954272
SDA Union. South Australia & Northern Territory.,election_only,34,11283.0,11303.791666666666,0.0,0.0,-12.182454580927072,0.5314440545797282
SYDNEY JEWISH MUSEUM,off_campaign,37,1831.5,1732.5,107.25,0.06190476190476191,-16.741191543882127,0.35137732222934015
Sam Duluk MP,election_only,58,3871.0,3912.25,0.0,0.0,-12.516605351323225,0.5191134988086871
Sam Groves,election_only,49,2425.5,0.0,2425.5,,10.785714285714286,0.5851648351648351
Sam Hibbins,ongoing,74,20163.0,1694.0,18518.833333333332,10.932014954742227,13.99564073508226,0.38506593569692915
Sam O'Connor MP,ongoing,25,6237.5,3164.2916666666665,3094.0,0.9777859710572403,3.133529517506775,0.5239210852064465
Sandy Verschoor,off_campaign,22,1889.0,0.0,1889.0,,21.52367087650306,0.17216650474988224
Sarah Connolly MP,ongoing,30,19185.0,11245.875,9384.416666666668,0.8344763450302148,-6.625952821916684,0.4807729427705716
Sarah Simone Beresford,off_campaign,26,1287.0,1394.25,0.0,0.0,-24.329670329670332,0.06424344885883342
Save Class Actions Australia Limited,election_only,38,36081.0,36081.0,0.0,0.0,-15.798693020069921,0.3923579607665415
Save Our Marine Life (Australia),ongoing,76,8162.0,3609.75,4577.0,1.2679548445183184,0.6753072255255663,0.4870141615186963
Save the Children Australia,ongoing,1036,239982.0,117716.33333333334,116847.50000000001,0.9926192626908189,-2.426680634502884,0.505565619871214
School for Life Foundation,ongoing,343,27878.5,1448.4166666666667,25870.291666666668,17.861083942235776,10.882966779045322,0.5182265759022532
Scott C W Lynn,election_only,148,7426.0,6518.5,697.125,0.10694561632277365,-5.100444224463282,0.6190960360557589
Sean S O'Reilly,ongoing,40,1980.0,783.75,1167.375,1.4894736842105263,4.3470250679553,0.44986408939897315
Senator David Van,election_only,34,6583.0,4777.416666666667,0.0,0.0,-2.6121733453275953,0.899531794410477
Senator Jane Hume,election_only,33,4433.5,4055.2916666666665,0.0,0.0,-5.102810995040284,0.8037380386522969
Senator Jess Walsh,transitional,53,6323.5,4471.291666666667,1699.0,0.3799796852140041,-4.065565705101924,0.7313894111992528
Senator Karen Grogan,transitional,37,2031.5,1437.5,602.25,0.41895652173913045,-3.4955089034020284,0.41993874491729627
Senator Louise Pratt,election_only,23,5738.5,4932.0,248.5,0.050385239253852396,-6.766983330345941,0.6837039998896963
Senator Matt O'Sullivan,election_only,67,6516.5,5362.208333333333,449.625,0.08385071449107566,-7.29253124782361,0.6243791481381458
Senator Mehreen Faruqi,transitional,55,3422.5,1894.1666666666665,941.5,0.4970523537175539,3.54304648272851,0.7720980750177294
Senator Slade Brockman,transitional,30,3685.0,2321.0416666666665,1105.375,0.47624091194686297,0.8600995764699344,0.7079425183615665
Senator Susan McDonald,ongoing,34,2583.0,1278.375,1113.375,0.8709298914637724,6.098299213068734,0.4968711125813667
Senator the Hon David Fawcett,election_only,20,2990.0,2138.5416666666665,0.0,0.0,-2.923559947115719,0.8875553866493956
Seton Villa,off_campaign,46,8277.0,8925.5,0.0,0.0,-23.728262522307677,0.09013854612140419
Sheena Watt MP,election_only,22,4489.0,4083.0833333333335,447.5,0.10959854684980713,-4.449014501969419,0.7866054614173876
Shoalhaven Independents ,off_campaign,26,3687.0,4766.75,0.0,0.0,-25.565363492646235,0.02719891164586184
Shooters Fishers and Farmers Party,transitional,27,4836.5,2782.4166666666665,1146.5,0.41205187337146965,-2.0785612779483014,0.5762733088490825
"Shop, Distributive and Allied Employees' Association, South Australian Branch",transitional,28,2886.0,2453.333333333333,798.0,0.32527173913043483,-14.438911508831541,0.20911398423188457
Shouvojit Sarker,off_campaign,21,1039.5,0.0,1006.5,,21.761124121779858,0.1642947216717709
Showcase SA,ongoing,67,9316.5,3597.875,5673.0,1.5767640621200014,1.6750923109815878,0.511434619555482
Simon Behrakis,ongoing,34,2083.0,41.25,2033.5,49.2969696969697,15.608705007487993,0.3971963390266801
Simon James Mcmahon,ongoing,54,8473.0,852.5833333333334,7529.5,8.831394780568859,12.651693308431389,0.4487806769956196
Simon Millman MLA,ongoing,30,1585.0,231.0,1444.8333333333333,6.254689754689754,6.440512893372168,0.5007341489937213
Sir David Martin Foundation,transitional,138,17931.0,12843.125,4174.791666666666,0.3250604246759777,-9.506636912777504,0.5757741585104904
Smart Voting,election_only,57,302671.5,247414.0,0.0,0.0,-1.5928905022120239,0.938734980684153
Socialist Equality Party,ongoing,82,8659.0,2188.7916666666665,6062.166666666666,2.76964078353734,5.356094999065767,0.6874866295085161
Solutions for Australia,election_only,1819,656140.5,538725.7083333334,67405.0,0.12511933059317368,-1.4774111320225516,0.8520696452255426
Sonya Kilkenny MP,ongoing,35,3432.5,643.5,2892.4583333333335,4.494884744884745,4.325189675460111,0.6099963574127816
Sophie Torney,off_campaign,51,22024.5,0.0,22004.458333333332,,23.7929694442333,0.08668903822916174
Sparkways,off_campaign,96,8952.0,9531.75,0.0,0.0,-23.589282435769174,0.09444058708359593
Special Broadcasting Service,transitional,239,20230.5,13882.0,5865.458333333333,0.42252257119531283,0.12713902602896746,0.7931569136650384
Specialized Solar & Electrical,ongoing,141,10179.5,5181.625,4354.833333333334,0.8404377648581929,-2.87346867441679,0.7682422263700253
Spinal Life Australia,election_only,34,15033.0,15099.416666666666,0.0,0.0,-6.391582850488549,0.754169890365825
St Vincent de Paul Society in Australia,ongoing,383,23858.5,7437.208333333333,11461.125,1.5410520300515986,1.474749914958487,0.908682120639745
Stacks Goudkamp,election_only,33,1933.5,0.0,1933.5,,6.350493184085115,0.7557502621505725
Stand4Uyghurs,election_only,151,7474.5,7474.5,0.0,0.0,-9.750709555345317,0.6249727094097955
Stanwell Corporation,ongoing,59,8920.5,3796.0833333333335,5107.916666666667,1.3455754835027331,3.084676362683437,0.4576582190084547
Steve Dimopoulos MP,ongoing,232,23084.0,6759.708333333333,16387.166666666664,2.424241677094056,9.074877689701507,0.4034708876021148
Steven John Martin,ongoing,126,6237.0,2664.75,3630.0,1.3622291021671826,1.1618610747051115,0.5770779024383219
Steven Kelly,ongoing,28,1886.0,797.0,1089.0,1.3663739021329988,5.020337827601877,0.26784548961113114
Stop Adani,election_only,27,1736.5,0.0,1736.5,,13.93227345646004,0.46414332859769075
Stuart Aubrey MLA,ongoing,34,3183.0,974.5416666666667,2270.9166666666665,2.330240711445551,4.172658862109505,0.4482917167566229
SumOfUs Australia,transitional,45,75677.5,40421.083333333336,30986.0,0.7665801469117808,0.10717340800024035,0.5524036237311646
Summer Foundation,election_only,48,7076.0,6028.083333333333,1039.5,0.17244287155950622,-5.503440422990953,0.6237397154966811
Support Lindfield,off_campaign,21,1839.5,2315.7916666666665,0.0,0.0,-25.220178227645075,0.037656724246983124
Sustainable Australia Party,election_only,29,3535.5,2636.9583333333335,648.625,0.2459746867445131,-1.0574896100931557,0.696536748816912
Sydney Opera House,election_only,130,30485.0,0.0,30485.0,,12.910562571756602,0.5034399010862844
