bylines,mean_prob_outside,mean_prob_inside,shift,total_spend,n_ads,mean_election_prob_weighted
Anne Napoli,0.8987523735270436,,,346.5,7,0.8987523735270436
Anne-Marie Loader,0.9121440297420476,,,446.5,7,0.931692658413136
Anoulack Chanthivong MP Member for Macquarie Fields,0.26092428075638585,,,49.5,1,0.26092428075638585
Antenna Documentary Film Festival ,0.3764897343364139,,,1741.5,17,0.3559650923594041
Anthony A Schneider,,0.8233866162840118,,49.5,1,0.8233866162840119
Anthony Cianflone,0.7586166811038945,,,1492.0,16,0.7214423401698998
Anthony Edward Spagnolo,0.5426017923160632,0.9132000842279865,0.3705982919119233,747.5,5,0.8498290701586961
Anthony J Snowden,0.6372868913102211,0.7383500537728307,0.1010631624626096,3217.5,65,0.6497254343825424
Anthony Jackson,0.6997410816860605,,,297.0,6,0.6997410816860605
Anthony Kearney,0.9385269511149333,,,495.0,10,0.9385269511149331
Anthony Peck,,0.999923011479873,,49.5,1,0.999923011479873
Anthony Terence Burke,0.13880402210062348,,,149.5,1,0.13880402210062348
Apsey Enterprises Pty Ltd T/A Globetrotters Travel & Cruise,0.8426631496757899,,,99.0,2,0.8426631496757899
Arabella A Daniel,0.9017196782205128,,,49.5,1,0.9017196782205128
Archdiocese of Brisbane,0.15215390061052828,,,346.5,7,0.15215390061052825
Arcstream,0.15375017881071715,,,5302.5,95,0.15538589109602333
Arman Abrahimzadeh,0.7531432368363868,,,1346.5,7,0.8380355083421597
Armenian National Committee of Australia,0.22133040056877284,0.5072318257203982,0.2859014251516253,9406.0,188,0.267140087922795
Artology,,0.49707842253362083,,997.0,6,0.5377565615440348
Arts Industry Council of South Australia,0.055560052435081775,,,49.5,1,0.055560052435081775
Ash Taylor,0.8430755447216519,,,49.5,1,0.8430755447216519
Ashlan Rose Waldock,0.6172761298688134,,,7277.5,145,0.6212023256608135
Ashleigh Rika Vissel,0.4215388453354147,,,693.0,14,0.4215388453354148
Ashleigh S Vandenberg,0.35537871346982886,0.5375506377909486,0.18217192432111973,841.5,17,0.3982426956630334
Asia Institute,5.950795411990839e-14,,,49.5,1,5.950795411990839e-14
Asren Pugh,0.5094535812779772,0.6476635581676013,0.1382099768896241,2244.5,11,0.4916275738755528
Assistance Dogs Australia,0.9994994539586596,,,3794.0,12,0.9994994539586595
Asylum Seeker Resource Centre (ASRC),0.3474854752630042,0.4735026254989529,0.12601715023594867,114155.0,890,0.40335866144030624
Atheist Foundation of Australia,0.995272278714539,,,249.5,1,0.995272278714539
Athina Pascoe-Bell,0.8323325842830469,,,49.5,1,0.8323325842830469
Au Against SSM,0.4191991252618153,0.23011194132931756,-0.18908718393249774,347.5,5,0.35495524722224775
Aurum Media Group Pty Ltd,0.9390357635219451,,,49.5,1,0.9390357635219451
Australasian Centre for Corporate Responsibility,0.47858542613292676,0.3286958772381216,-0.14988954889480516,6178.0,44,0.44805448120498637
Australia Beyond Coal ,0.957928149893093,0.9887571154332866,0.030828965540193543,70419.0,162,0.9933373861661603
Australia Climate Action Fund,0.9442872074772614,0.9839919010032507,0.039704693525989376,99.0,2,0.964139554240256
Australia Eff Johnson,0.4148578862306735,,,496.0,8,0.48263668030505025
Australia India Institute,0.22438223099148474,,,247.5,5,0.22438223099148477
Australia Pacific Security College,0.4995956197164445,0.14023145250114288,-0.3593641672153016,297.0,6,0.4397015918472275
Australia Palestine Advocacy Network,0.30182745059459154,0.7615553982112099,0.45972794761661834,647.5,5,0.43662581973633435
Australia for UNHCR,0.18211501770883423,0.2675323166715216,0.08541729896268738,514934.5,1331,0.23993500344160465
Australian Academy of Science,0.3987446605612876,0.5711082045322733,0.1723635439709857,1040.5,19,0.4078939158821939
Australian Aged Care Collaboration,,0.6737489900736335,,149.5,1,0.6737489900736335
Australian Arab Association. Inc,0.1697030380361678,,,148.5,3,0.16970303803616776
Australian Association of Christian Schools,0.10659065987915028,,,99.0,2,0.10659065987915027
Australian Automobile Association,0.5238143936088596,0.8701479052980209,0.34633351168916127,128001.5,1397,0.6291841832324617
Australian Chamber of Commerce and Industry,,0.636025390369048,,8344.5,11,0.6056019891546798
Australian Childhood Foundation,0.013397832289856878,0.09877504565110622,0.08537721336124934,13278.0,44,0.04589584272837997
Australian Christian Lobby,0.49293009293569784,0.846053977556592,0.3531238846208941,274256.5,187,0.6285160383004229
Australian Christians,0.8976052320623691,0.7540408547954508,-0.14356437726691829,5882.0,36,0.8350792667855765
Australian Citizens Party,0.9600488325056352,0.985721802104465,0.02567296959882981,12392.0,16,0.9645869476286578
Australian College of Applied Professions,0.5143558404677476,0.4059223334844461,-0.10843350698330151,4393.0,14,0.4319315105583723
Australian Communist Party,0.5581088043108002,,,49.5,1,0.5581088043108002
Australian Conservation Foundation,0.29778512535678153,0.28765129677713697,-0.010133828579644566,644985.5,2229,0.35414117201010487
Australian Council of Social Service,0.30633822079732637,0.8806119859536113,0.574273765156285,7772.0,56,0.4059528602906578
Australian Council of Trade Unions,0.5094361108468085,0.5450269900384627,0.03559087919165416,21678.5,43,0.4107615372114455
Australian Counselling Association,0.11470253161309003,,,1789.0,22,0.12085326752137247
Australian Democracy Network,0.8974412223385357,0.956922255880714,0.05948103354217826,6581.0,38,0.9470030218596106
Australian Democrats,0.5421545994641583,0.9599217740162768,0.4177671745521184,54442.5,115,0.8617265591718553
Australian Disability,0.9595136323346546,,,148.5,3,0.9595136323346545
Australian Education Union,0.9873215171127044,0.98273169245705,-0.004589824655654384,253022.5,255,0.9797346463498673
Australian Education Union Federal Branch,,0.9912936542425757,,19318.0,64,0.9900228568384324
Australian Education Union Tasmania,0.5760261401711331,0.6661092454149472,0.09008310524381413,8842.0,116,0.6515335882875204
Australian Education Union Victorian Branch,0.6502255329395913,,,85261.0,178,0.6989267627492632
Australian Ethical Investment,0.22473973919384088,0.04860015485380238,-0.1761395843400385,153550.5,599,0.182113445048557
Australian Family Party,,0.4483765498761425,,198.0,4,0.44837654987614256
Australian Federation Party,0.9469729044357802,,,595.0,10,0.9395517565487412
Australian Federation of Islamic Councils,0.3364512188382623,,,5247.0,106,0.33645121883826223
Australian Fishing Trade Association,0.4602039028473157,,,449.5,1,0.46020390284731566
Australian Forest Products Association,0.8007989851106283,,,14743.5,13,0.7812963253825491
Australian Institute for International Affairs Tasmania,3.784958291230822e-08,0.002415332261633929,0.0024152944120510167,99.0,2,0.0012076850556084207
Australian Jewish Association ,0.1551762021978198,,,948.5,3,0.11518363511217518
Australian Manufacturing Workers Union WA,,0.37712323980749407,,598.0,4,0.36125327838698096
Australian Manufacturing Workers' Union,,0.7102088054688245,,3681.0,38,0.7241837572488016
Australian Marine Conservation Society,0.4308407865558314,0.8926621864788292,0.4618213999229978,25350.0,100,0.7084754395775632
Australian Medical Association,0.6616278945951425,,,149.5,1,0.6616278945951425
Australian Monarchist League,0.6080858353988486,0.5041357405607649,-0.1039500948380837,2641.5,17,0.64367775143059
Australian Museum,0.2111717086769056,0.26551808243331476,0.05434637375640916,11079.5,141,0.25173070716926965
Australian Nursing & Midwifery Federation,0.7933071514547674,,,10747.0,6,0.7739215074688901
Australian Nursing & Midwifery Federation Tasmanian Branch,,0.9582560162380467,,149.5,1,0.9582560162380466
Australian Nursing and Midwifery Federation,0.8064341693491603,0.7095208551958954,-0.09691331415326498,44977.5,45,0.6732025589991381
Australian Parents for Climate Action,0.7225669114991039,0.7840380182815615,0.061471106782457596,47596.0,408,0.6823289924708584
Australian Progressive Media,0.2070926676441487,,,49.5,1,0.2070926676441487
Australian Progressives,0.7257763677084625,,,648.5,3,0.5986534392871196
Australian Rail Tram and Bus Union Queensland Branch,0.7112965347822349,,,49.5,1,0.7112965347822349
Australian Renewable Energy Agency,0.1349569847641288,0.08571049669853492,-0.04924648806559387,3218.5,63,0.12744290167532524
Australian Republic Movement,0.4390500859309861,,,14196.0,8,0.4350007110701034
Australian Research Council Centre of Excellence in Exciton Science,0.4563724503650439,0.012074864270297025,-0.4442975860947469,448.5,3,0.3082732550001283
Australian Rural Leadership Foundation,0.48452146750171216,,,547.5,5,0.5928587582846501
Australian Society of Ophthalmologists,,0.7667831967987019,,947.5,5,0.8859077765020108
Australian Tamil Congress,0.008368980102260837,0.6746283901275962,0.6662594100253354,148.5,3,0.4525419201191512
Australian Taxpayers' Alliance,,0.08027093805665575,,99.0,2,0.08027093805665575
Australian Trucking Association,0.7781385976102332,,,399.0,2,0.8033225488255661
Australian Turkish Advocacy Alliance,0.34685939781680286,,,99.0,2,0.34685939781680286
Australian Unions,0.45259280667550505,0.3808038578427949,-0.07178894883271014,543427.5,545,0.39514665576185676
Australian Workers Union ,0.5096983229307611,0.7449602765813866,0.23526195365062552,14379.5,141,0.6055487183857862
Australian Workers' Union,0.028670186965467564,,,797.0,6,0.02892988909488598
Australian Workers' Union - NSW Branch,0.3522981068679804,0.9118516922521693,0.5595535853841889,1685.0,30,0.4205860657703882
Australian Youth Climate Coalition,0.7383883593512197,0.9994359903735506,0.26104763102233086,42160.5,179,0.8630353395014713
Australians for War Powers Reform,0.7406655301973394,,,198.0,4,0.7406655301973394
Author Consulting,0.1481180048242337,,,746.5,7,0.1427423769369962
Autism Spectrum Australia (Aspect),0.3265876112846541,,,9640.0,20,0.17573506067594347
BOS REALTY,,0.47745368812894884,,249.5,1,0.47745368812894884
BPH ENERGY LTD,0.32937156633270553,0.4176775302411678,0.08830596390846229,60929.5,241,0.4050161799060499
BREAZE Inc.,0.004794896190635667,0.999441801793785,0.9946469056031493,199.0,2,0.25220706617734867
Bachmayer Accounting,0.10803065501336762,,,49.5,1,0.10803065501336762
Back Beetaloo,0.4813573767665223,0.37024324397496583,-0.11111413279155646,8495.0,10,0.4948452012133099
Bahar Salehi,0.2615334387904159,,,298.0,4,0.29758907017654934
Baker Heart and Diabetes Institute,,0.0455118201812148,,49.5,1,0.0455118201812148
Balanced Bathurst,0.4810146928784462,,,1693.0,14,0.5097098892283463
Bank Australia,0.5326735283321519,0.594102434616408,0.061428906284256124,263669.5,461,0.500681896230392
Banyule City Council,0.6926039541378767,,,546.5,7,0.8012115044417267
Baptist World Aid Australia,0.35019509561478296,0.20600400900700808,-0.14419108660777488,18418.0,164,0.3495186290374431
Barefeet Podiatry,0.33826004245260044,,,399.0,2,0.3382600424526005
Barnardos Australia,0.3489162935449318,0.20391611192076128,-0.14500018162417053,61754.0,92,0.20415799465238083
Barry John Calvert,0.37051903379486245,,,346.5,7,0.37051903379486245
Barry O'Rourke MP,0.21172127714616407,0.5029988520146936,0.29127757486852957,3324.5,51,0.21657012954299404
Bart Mellish MP,0.0997872167048996,,,199.0,2,0.06357707329161658
Baw Baw Shire Council,0.27721542790811887,0.032465525064750554,-0.2447499028433683,2088.0,24,0.20389544672336038
Bayer,0.28251948884389577,0.2083653183475694,-0.07415417049632636,547.5,5,0.22166986603430122
Bayside City Council,0.9196971661890417,,,49.5,1,0.9196971661890417
"Bayside City Council, Victoria",0.22061113295343338,0.2646624093027185,0.04405127634928513,1692.0,16,0.30688027186665445
Bayside Council,0.25505823734732747,0.0009625247176174856,-0.25409571262971,248.5,3,0.1021918025861941
BeachPatrol,0.2149585453422728,,,248.5,3,0.28264040281720954
Beau Kane Brandon Lee Brug,0.4084975843625506,0.32954206671747477,-0.07895551764507586,4762.0,76,0.39328975644661185
Belinda A Haydon,0.9864906646158751,,,99.0,2,0.9864906646158751
Belinda Valentine Team,0.800957233938551,,,1094.0,12,0.891841360080829
Belinda Wilson,0.5183784691828556,,,1345.5,9,0.5162476155123694
Belindad Fenn,0.6643673036503764,,,148.5,3,0.6643673036503764
Ben & Jerry's,0.5078275001486565,,,111386.5,27,0.5315169329467345
Ben Ayris,0.7652848995596213,,,445.5,9,0.7652848995596213
Ben Carroll MP,0.41634619197767536,0.2586879404594741,-0.1576582515182013,3282.0,36,0.4263493974203052
Ben Fry - Balanced Bathurst,0.4714247189034865,0.193293394230804,-0.2781313246726825,398.0,4,0.2987928836132142
Ben John Mitchell,0.21323745074581502,,,948.5,3,0.21323745074581504
Bendigo Sustainability Group,0.22407303435534892,0.04318603248481653,-0.1808870018705324,1241.5,17,0.13315031515485376
"Bendigo Sustainability Group, Bike Bendigo or Commoners Co-op",0.36855774275546027,0.7961696998253548,0.4276119570698945,547.5,5,0.6196893921567609
Benjamin  Denis Roberts Yates,0.36042375393051274,,,2970.0,60,0.3604237539305126
Benjamin Alan Lawver,0.48608235681219447,,,247.5,5,0.48608235681219447
Benjamin David John Downie,0.819643431447655,0.7414488100979049,-0.07819462134975008,445.5,9,0.7501371013589881
Benjamin J Lucas,0.2934993138955028,0.9830054685805741,0.6895061546850714,346.5,7,0.39200019313622725
Benjamin John Davison,0.6077599794408932,0.6894851922827356,0.08172521284184242,14388.5,123,0.6736954417509442
Benjamin John Dudman,0.8035111548356456,,,2387.0,26,0.7548503164969174
Benjamin John Wood,0.33004961849988124,,,896.0,8,0.1541059890628183
Benjamine William Shields,0.48671818177739035,,,598.0,4,0.436529495926777
Bernadette Khoury,0.8061008661503937,0.37597230859334374,-0.43012855755704993,944.5,11,0.7170178170331016
Bernard Anthony Purcell,0.786922696017945,,,5410.5,79,0.8387498726419403
Bernie Finn MP,0.356597438084832,0.42774066956607476,0.07114323148124274,846.5,7,0.32375138575940215
Berry Street,0.13609364426778273,,,3383.0,34,0.21687006599600012
Betfair PTY LTD,0.45642940072625704,0.6457708369057278,0.18934143617947075,4340.5,19,0.6760692689524425
Bethlehem House Tasmania Inc,0.0669977161763301,,,499.0,2,0.0669977161763301
Better BeCause,0.4390231971241072,,,2694.0,12,0.4904393760903058
Better Renting,,0.9818527850632685,,548.5,3,0.9818527850632685
Beverly-Ann Walters,0.47430984075502125,,,99.0,2,0.47430984075502125
Beyond Zero Emissions,0.3253087419070267,0.877189200031541,0.5518804581245143,21783.5,33,0.7340722960553351
Bianca Sandri,0.04581811185224882,,,99.0,2,0.04581811185224882
Bigfoot Fundraising,0.5400394771057955,,,5097.0,6,0.5149379714587123
Bill Tilley MP,0.4637562671101533,0.3044576851466474,-0.15929858196350588,13184.0,232,0.4883759545118858
BirdLife Australia,0.32295308715116106,,,946.5,7,0.18614738605041575
Black Inc.,0.2913434772610852,0.6037361982318706,0.3123927209707854,1938.5,23,0.3879062401829223
Blacktown City Council,0.21029904072272804,0.24832497760536718,0.03802593688263914,2696.0,8,0.2723948772785474
Blair Boyer,0.3407601698293534,,,298.0,4,0.33942963066909265
Blake Andrew Keating,0.9284805179890963,,,447.5,5,0.9542357738752354
Blake Lawrenson,0.4939941375352097,,,247.5,5,0.4939941375352097
Blooms The Chemist Queanbeyan,0.0028252591708335384,,,49.5,1,0.0028252591708335384
BlueBet,,0.5974781592503062,,2798.0,4,0.5974781592503062
Bob Brown Foundation,0.6620986222137858,0.05370592411994496,-0.6083926980938408,3924.5,51,0.5748358400724327
Boomerang Alliance,0.4399855333400997,,,148.5,3,0.4399855333400997
Borneo Orangutan Survival Australia,0.0015176475116285282,,,1048.5,3,0.0015176475116285282
Boru Michael Tumulty,0.4086230792896284,,,297.0,6,0.4086230792896284
Brad Battin MP,0.6303623479282047,0.544641799788814,-0.08572054813939067,26554.5,191,0.6270036787166435
Brad Rowswell MP - Member for Sandringham,0.38100090022005845,0.030418347092065312,-0.35058255312799314,8766.0,68,0.4173213899918435
Bradley David Orr,0.14582423031344746,,,148.5,3,0.14582423031344746
Bradley James Warner,0.7471474905027361,,,49.5,1,0.7471474905027361
Bradley R Hearn,0.5239081673823585,,,1535.5,29,0.5050730191428919
BrandUnity,0.4025910204663752,,,198.0,4,0.4025910204663752
Brandon James Cockfield,0.015169104195908414,,,346.5,7,0.015169104195908414
Brandt Colin Clifford,0.27764368776510273,,,698.0,4,0.16172297774249142
Bravehearts Foundation,0.052096756867611616,,,1749.5,1,0.052096756867611616
Bread 4 Today,0.33297232128019083,,,148.5,3,0.33297232128019083
Breakthrough National Centre for Climate Restoration,0.3118904180114587,,,248.5,3,0.35924985794989034
Bree Kathleen Hunter,0.2822719680465866,0.5132941442808362,0.2310221762342496,1640.5,19,0.3134714267010209
Brendan Craig Byron,0.7614289370906105,,,697.0,6,0.8151592964945085
Brendan Matthew Christie,0.712046642707928,,,299.0,2,0.712046642707928
Brendan Michael Hilferty,,0.6385945005360399,,594.0,12,0.6385945005360399
Brent Menzies Fleeton,0.17318626543367685,0.07604844218545759,-0.09713782324821926,2833.5,33,0.2157743201791218
Brent Mickelberg MP - Member for Buderim,0.28484384259022755,0.2175131109424215,-0.06733073164780604,2180.0,40,0.2530428293732129
Brett A Owen,0.62743444181113,,,544.5,11,0.62743444181113
Brett Milton Treby,0.2869756684384367,,,2539.5,21,0.32061141336371807
Brett Steven Wormall,0.16843421139920606,,,198.0,4,0.16843421139920606
Brett William Tucker,0.7013350424280188,,,99.0,2,0.7013350424280188
Brian Christopher Ogallagher,0.39836206681696673,0.30557586072672255,-0.09278620609024418,891.0,18,0.3622785422263162
Brian John Marlow,0.6623393142833429,0.6357905503695456,-0.026548763913797346,1792.0,16,0.6233731265533001
Brian Walker Campaign Committee Incorporated,0.45044171824655166,,,49.5,1,0.45044171824655166
Bridget Kennedy for Lane Cove Council campaign,0.6222953682545287,,,745.5,9,0.6170512145903443
Bridget Vallence MP,0.4000673645365605,0.3908482188516667,-0.009219145684893792,7402.5,95,0.4858545460940414
Bridging the Gap Foundation,0.07698640471466846,0.18979020378361855,0.11280379906895009,7085.0,30,0.03211601102137298
Brighter Directions,0.3513144675379169,0.5211995345367608,0.16988506699884393,35034.5,231,0.46091810746972683
Brisbane City Council,0.4163012280827032,0.3501292058600978,-0.06617202222260538,3691.0,18,0.28515123463680353
Brisbane Flight Path Community Alliance,0.3676838251112018,0.28284090383710525,-0.08484292127409654,6777.0,46,0.4365939726741555
Brisbane Off-Road Riders Alliance Inc,0.18645786718137067,,,398.0,4,0.09276047085062114
BrisbaneNow,0.328050691904879,,,148.5,3,0.328050691904879
British Pensions in Australia,0.9433211367837796,,,49.5,1,0.9433211367837796
Bronwyn Smith,0.5845578346063933,,,595.0,10,0.6108125476240114
Brooke Patterson,0.31294728653414156,,,396.0,8,0.31294728653414156
Bruce Francis Schaafsma,0.32895623199062074,0.9242518096708888,0.5952955776802681,2283.0,34,0.669568761607084
Bruce William Hull,0.4874395343627078,,,198.0,4,0.4874395343627078
Bushfire Survivors for Climate Action,0.595025477738893,,,2099.0,2,0.520604040342908
Business Council of Australia,0.5962772931555796,,,792.0,16,0.5962772931555798
Business SA,0.17183961677852244,0.7468221668487867,0.5749825500702642,5546.5,7,0.23343959551876356
Byron Shire Action Group,0.7536648435082886,,,841.5,17,0.7536648435082884
C2Zero,0.06826050778720778,,,643.5,13,0.06826050778720778
C2Zero Holdings Pty Ltd,0.09315970340382211,,,148.5,3,0.09315970340382211
CARE Australia,0.2732501631520894,0.21110101134566192,-0.062149151806427466,93370.0,360,0.272668700426952
CBM Australia,0.263651404888016,,,17044.0,112,0.2860831614308613
CCHR Australia,0.08644397637128634,0.013809228554225617,-0.07263474781706072,13736.5,27,0.02728223774638389
CERES,0.45094132110242874,,,1398.0,4,0.42224445183135717
CFMEU - Construction & General,0.671306568110599,0.9276993984619316,0.25639283035133265,52248.0,4,0.8137479135377326
CFMEU ACT,0.11248410517413507,,,941.5,17,0.10305610548024802
CFMEU Manufacturing Division,0.44560975001287445,0.8038843984084981,0.3582746483956237,3871.0,58,0.47421026308635067
CFMEU Mining & Energy,0.6805441135723963,0.7939944885005953,0.11345037492819898,62152.0,96,0.6847991293889225
